%dir	flowInd	flowStat	timeFirst	timeLast	duration	numHdrDesc	numHdrs	hdrDesc	srcMac	dstMac	ethType	ethVlanID	srcIP	srcIPCC	srcIPOrg	srcPort	dstIP	dstIPCC	dstIPOrg	dstPort	l4Proto	macStat	macPairs	srcMac_dstMac_numP	srcMacLbl_dstMacLbl	dstPortClassN	dstPortClass	numPktsSnt	numPktsRcvd	numBytesSnt	numBytesRcvd	minPktSz	maxPktSz	avePktSize	stdPktSize	minIAT	maxIAT	aveIAT	stdIAT	pktps	bytps	pktAsm	bytAsm	tcpFStat	ipMindIPID	ipMaxdIPID	ipMinTTL	ipMaxTTL	ipTTLChg	ipToS	ipFlags	ipOptCnt	ipOptCpCl_Num	ip6OptCntHH_D	ip6OptHH_D	tcpISeqN	tcpPSeqCnt	tcpSeqSntBytes	tcpSeqFaultCnt	tcpPAckCnt	tcpFlwLssAckRcvdBytes	tcpAckFaultCnt	tcpBFlgtMx	tcpInitWinSz	tcpAveWinSz	tcpMinWinSz	tcpMaxWinSz	tcpWinSzDwnCnt	tcpWinSzUpCnt	tcpWinSzChgDirCnt	tcpWinSzThRt	tcpFlags	tcpAnomaly	tcpOptPktCnt	tcpOptCnt	tcpOptions	tcpMSS	tcpWS	tcpMPTBF	tcpMPF	tcpMPAID	tcpMPdssF	tcpTmS	tcpTmER	tcpEcI	tcpUtm	tcpBtm	tcpSSASAATrip	tcpRTTAckTripMin	tcpRTTAckTripMax	tcpRTTAckTripAve	tcpRTTAckTripJitAve	tcpRTTSseqAA	tcpRTTAckJitAve	tcpStatesAFlags	icmpStat	icmpTCcnt	icmpBFTypH_TypL_Code	icmpTmGtw	icmpEchoSuccRatio	icmpPFindex	connSip	connDip	connSipDip	connSipDprt	connF
B	19	0x0400000000004001	1556247660.355855	1556247660.356055	0.000200	1	3	eth:ipv4:udp	22:ef:03:1a:97:b9	20:df:b9:5f:41:7e	0x0800		8.8.8.8	us	"Google LLC"	53	192.168.10.225	07	"Private network"	37717	17	0x00	1	22:ef:03:1a:97:b9_20:df:b9:5f:41:7e_2	-_GoogleInc,US	53	domain	2	2	108	64	48	60	54	4.24264	0	0.0002	0.0001	7.071067e-05	10000	540000	0	0.255814	0x0001	1	1	119	119	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	65535	0	0	0	0.021387	7.071056e-05	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	12	35	33	33
A	20	0x0400000000004000	1556247692.559634	1556247692.559634	0.000000	1	3	eth:ipv4:udp	20:df:b9:5f:41:7e	22:ef:03:1a:97:b9	0x0800		192.168.10.225	07	"Private network"	40635	8.8.8.8	us	"Google LLC"	53	17	0x00	1	20:df:b9:5f:41:7e_22:ef:03:1a:97:b9_1	GoogleInc,US_-	53	domain	1	1	47	63	47	47	47	0	0	0	0	0	0	0	0	-0.1454545	0x0001	65535	0	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0.020018	0.020018	0.020018	0.020018	0	0.020018	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	14	1	40	38	2.714286
B	20	0x0400000000004001	1556247692.579652	1556247692.579652	0.000000	1	3	eth:ipv4:udp	22:ef:03:1a:97:b9	20:df:b9:5f:41:7e	0x0800		8.8.8.8	us	"Google LLC"	53	192.168.10.225	07	"Private network"	40635	17	0x00	1	22:ef:03:1a:97:b9_20:df:b9:5f:41:7e_1	-_GoogleInc,US	53	domain	1	1	63	47	63	63	63	0	0	0	0	0	0	0	0	0.1454545	0x0001	65535	0	119	119	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	65535	0	0	0	0.020018	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	14	39	37	37
A	21	0x0400000000004000	1556247692.590182	1556247692.650373	0.060191	1	3	eth:ipv4:udp	20:df:b9:5f:41:7e	22:ef:03:1a:97:b9	0x0800		192.168.10.225	07	"Private network"	60817	172.217.10.131	us	"Google LLC"	443	17	0x00	1	20:df:b9:5f:41:7e_22:ef:03:1a:97:b9_5	GoogleInc,US_-	443	https	5	4	1804	1501	28	1350	360.8	405.8884	0	0.03459	0.0120382	0.01278646	83.06889	29971.26	0.1111111	0.09167928	0x0001	1	1	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	0.005831	0.021562	0.01758175	0.005875462	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	14	1	2	12	0.8571429
B	21	0x0400000000004001	1556247692.612248	1556247692.621614	0.009366	1	3	eth:ipv4:udp	22:ef:03:1a:97:b9	20:df:b9:5f:41:7e	0x0800		172.217.10.131	us	"Google LLC"	443	192.168.10.225	07	"Private network"	60817	17	0x00	1	22:ef:03:1a:97:b9_20:df:b9:5f:41:7e_4	-_GoogleInc,US	443	https	4	5	1501	1804	20	1350	375.25	423.1183	0	0.009262	0.0023415	0.003460348	427.0767	160260.5	-0.1111111	-0.09167928	0x0001	0	0	56	56	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	0.003342	0.028759	0.007106401	0.009765438	0.02468815	0.0113967	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	14	1	11	11
A	22	0x0400000000004000	1556247724.715763	1556247724.715872	0.000109	1	3	eth:ipv4:udp	20:df:b9:5f:41:7e	22:ef:03:1a:97:b9	0x0800		192.168.10.225	07	"Private network"	36038	8.8.8.8	us	"Google LLC"	53	17	0x00	1	20:df:b9:5f:41:7e_22:ef:03:1a:97:b9_2	GoogleInc,US_-	53	domain	2	2	64	108	32	32	32	0	0	0.000109	5.45e-05	3.853732e-05	18348.62	587155.9	0	-0.255814	0x0001	1	1	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	0.006382	0.021285	0.0138335	0.005269006	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	13	1	38	36	2.769231
B	22	0x0400000000004001	1556247724.722254	1556247724.737157	0.014903	1	3	eth:ipv4:udp	22:ef:03:1a:97:b9	20:df:b9:5f:41:7e	0x0800		8.8.8.8	us	"Google LLC"	53	192.168.10.225	07	"Private network"	36038	17	0x00	1	22:ef:03:1a:97:b9_20:df:b9:5f:41:7e_2	-_GoogleInc,US	53	domain	2	2	108	64	48	60	54	4.24264	0	0.014903	0.0074515	0.005269006	134.2012	7246.863	0	0.255814	0x0001	7	7	119	119	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	65535	0	0	0	0.0138335	0.005269006	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	13	37	35	35
A	23	0x0400000000004000	1556247752.628848	1556247752.628848	0.000000	1	3	eth:ipv4:udp	20:df:b9:5f:41:7e	22:ef:03:1a:97:b9	0x0800		192.168.10.225	07	"Private network"	41009	8.8.8.8	us	"Google LLC"	53	17	0x00	1	20:df:b9:5f:41:7e_22:ef:03:1a:97:b9_1	GoogleInc,US_-	53	domain	1	1	47	63	47	47	47	0	0	0	0	0	0	0	0	-0.1454545	0x0001	65535	0	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0.019712	0.019712	0.019712	0.019712	0	0.019712	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	13	1	40	38	2.923077
B	23	0x0400000000004001	1556247752.648560	1556247752.648560	0.000000	1	3	eth:ipv4:udp	22:ef:03:1a:97:b9	20:df:b9:5f:41:7e	0x0800		8.8.8.8	us	"Google LLC"	53	192.168.10.225	07	"Private network"	41009	17	0x00	1	22:ef:03:1a:97:b9_20:df:b9:5f:41:7e_1	-_GoogleInc,US	53	domain	1	1	63	47	63	63	63	0	0	0	0	0	0	0	0	0.1454545	0x0001	65535	0	119	119	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	65535	0	0	0	0.019712	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	13	39	37	37
A	24	0x0400000000004000	1556247752.660944	1556247752.721224	0.060280	1	3	eth:ipv4:udp	20:df:b9:5f:41:7e	22:ef:03:1a:97:b9	0x0800		192.168.10.225	07	"Private network"	51718	172.217.3.99	us	"Google LLC"	443	17	0x00	1	20:df:b9:5f:41:7e_22:ef:03:1a:97:b9_5	GoogleInc,US_-	443	https	5	4	1804	1501	28	1350	360.8	405.8884	0	0.036368	0.012056	0.01317865	82.94625	29927.01	0.1111111	0.09167928	0x0001	1	1	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	0.005407	0.019915	0.0162785	0.005435755	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	13	1	2	12	0.9230769
B	24	0x0400000000004001	1556247752.680857	1556247752.690263	0.009406	1	3	eth:ipv4:udp	22:ef:03:1a:97:b9	20:df:b9:5f:41:7e	0x0800		172.217.3.99	us	"Google LLC"	443	192.168.10.225	07	"Private network"	51718	17	0x00	1	22:ef:03:1a:97:b9_20:df:b9:5f:41:7e_4	-_GoogleInc,US	443	https	4	5	1501	1804	20	1350	375.25	423.1183	0	0.009378	0.0023515	0.003513253	425.2605	159579	-0.1111111	-0.09167928	0x0001	0	0	56	56	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	0.003612	0.030961	0.0077088	0.01049543	0.0239873	0.01181954	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	13	1	11	11
A	25	0x0400000000004000	1556247788.713403	1556247788.713567	0.000164	1	3	eth:ipv4:udp	20:df:b9:5f:41:7e	22:ef:03:1a:97:b9	0x0800		192.168.10.225	07	"Private network"	46849	8.8.8.8	us	"Google LLC"	53	17	0x00	1	20:df:b9:5f:41:7e_22:ef:03:1a:97:b9_2	GoogleInc,US_-	53	domain	2	2	64	108	32	32	32	0	0	0.000164	8.2e-05	5.798275e-05	12195.12	390243.9	0	-0.255814	0x0001	1	1	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	0.020355	0.02223	0.0212925	0.000662912	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	12	1	38	36	3
B	25	0x0400000000004001	1556247788.733922	1556247788.735797	0.001875	1	3	eth:ipv4:udp	22:ef:03:1a:97:b9	20:df:b9:5f:41:7e	0x0800		8.8.8.8	us	"Google LLC"	53	192.168.10.225	07	"Private network"	46849	17	0x00	1	22:ef:03:1a:97:b9_20:df:b9:5f:41:7e_2	-_GoogleInc,US	53	domain	2	2	108	64	48	60	54	4.24264	0	0.001875	0.0009375	0.0006629126	1066.667	57600	0	0.255814	0x0001	1	1	119	119	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	65535	0	0	0	0.0212925	0.000662912	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	12	37	35	35
A	26	0x0400000000004000	1556247805.624523	1556247805.624523	0.000000	1	3	eth:ipv4:udp	20:df:b9:5f:41:7e	22:ef:03:1a:97:b9	0x0800		192.168.10.225	07	"Private network"	68	192.168.10.254	07	"Private network"	67	17	0x00	1	20:df:b9:5f:41:7e_22:ef:03:1a:97:b9_1	GoogleInc,US_-	67	bootps	1	1	356	304	356	356	356	0	0	0	0	0	0	0	0	0.07878788	0x0001	65535	0	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0.097568	0.097568	0.097568	0.097568	0	0.097568	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	12	1	4	2	0.1666667
B	26	0x0400000000004001	1556247805.722091	1556247805.722091	0.000000	1	3	eth:ipv4:udp	22:ef:03:1a:97:b9	20:df:b9:5f:41:7e	0x0800		192.168.10.254	07	"Private network"	67	192.168.10.225	07	"Private network"	68	17	0x00	1	22:ef:03:1a:97:b9_20:df:b9:5f:41:7e_1	-_GoogleInc,US	67	bootps	1	1	304	356	304	304	304	0	0	0	0	0	0	0	0	-0.07878788	0x0001	65535	0	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	65535	0	0	0	0.097568	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	12	3	1	1
A	27	0x0400000000004000	1556247812.691185	1556247812.691185	0.000000	1	3	eth:ipv4:udp	20:df:b9:5f:41:7e	22:ef:03:1a:97:b9	0x0800		192.168.10.225	07	"Private network"	46646	8.8.8.8	us	"Google LLC"	53	17	0x00	1	20:df:b9:5f:41:7e_22:ef:03:1a:97:b9_1	GoogleInc,US_-	53	domain	1	1	47	63	47	47	47	0	0	0	0	0	0	0	0	-0.1454545	0x0001	65535	0	64	64	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0.020242	0.020242	0.020242	0.020242	0	0.020242	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	12	1	40	38	3.166667
B	27	0x0400000000004001	1556247812.711427	1556247812.711427	0.000000	1	3	eth:ipv4:udp	22:ef:03:1a:97:b9	20:df:b9:5f:41:7e	0x0800		8.8.8.8	us	"Google LLC"	53	192.168.10.225	07	"Private network"	46646	17	0x00	1	22:ef:03:1a:97:b9_20:df:b9:5f:41:7e_1	-_GoogleInc,US	53	domain	1	1	63	47	63	63	63	0	0	0	0	0	0	0	0	0.1454545	0x0001	65535	0	119	119	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000	0	65535	0	0	0	0.020242	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	12	39	37	37
